,./GCF_000006945.ffn,./GCF_000271905.ffn,./GCF_000335875.ffn,./GCF_000462995.ffn,./GCF_000487035.ffn,./GCF_000487215.ffn,./GCF_000623175.ffn,./GCF_000623635.ffn,./GCF_000624355.ffn,./GCF_000624555.ffn,./GCF_000624655.ffn,./GCF_000625015.ffn,./GCF_000625535.ffn,./GCF_000625735.ffn,./GCF_000626035.ffn,./GCF_000626075.ffn,./GCF_000626375.ffn,./GCF_000743055.ffn,./GCF_000831045.ffn,./GCF_001623585.ffn,./GCF_001623625.ffn,./GCF_001623725.ffn,./GCF_001652385.ffn,./GCF_001831715.ffn,./GCF_001831985.ffn,./GCF_002507745.ffn,./GCF_002761335.ffn,./GCF_002761455.ffn,./GCF_002761475.ffn,./GCF_002900325.ffn,./GCF_003067925.ffn,./GCF_003067985.ffn,./GCF_003325335.ffn,./GCF_003581245.ffn,./GCF_003717055.ffn,./GCF_003718095.ffn,./GCF_003719215.ffn,./GCF_003986655.ffn,./GCF_004324015.ffn,./GCF_004324275.ffn,./GCF_004919405.ffn,./GCF_005221485.ffn,./GCF_006741505.ffn,./GCF_006969245.ffn,./GCF_009664575.ffn,./GCF_009729935.ffn,./GCF_009884375.ffn,./GCF_015697785.ffn,./GCF_016025415.ffn,./GCF_016452045.ffn,./GCF_016454305.ffn,./GCF_016917395.ffn,./GCF_017372255.ffn,./GCF_019645915.ffn,./GCF_019670345.ffn,./GCF_019670385.ffn,./GCF_020715465.ffn,./GCF_021266265.ffn,./GCF_021497565.ffn,./GCF_021713115.ffn,./GCF_022226915.ffn,./GCF_022559445.ffn,./GCF_023379985.ffn,./GCF_024266125.ffn,./GCF_024266285.ffn,./GCF_024364925.ffn,./GCF_025426275.ffn,./GCF_026801955.ffn,./GCF_028551175.ffn,./GCF_028892685.ffn,./GCF_028892995.ffn,./GCF_029866625.ffn,./GCF_030122195.ffn,./GCF_030254725.ffn,./GCF_030505835.ffn,./GCF_031035935.ffn,./GCF_031038955.ffn,./GCF_031039735.ffn,./GCF_031039875.ffn,./GCF_032465795.ffn,./GCF_037779835.ffn,./GCF_037856515.ffn,./GCF_037888875.ffn,./GCF_037888925.ffn,./GCF_038381885.ffn,./GCF_039775395.ffn,./GCF_039778195.ffn,./GCF_039778255.ffn,./GCF_040895365.ffn,./GCF_041080895.ffn,./GCF_041117435.ffn,./GCF_041411285.ffn,./GCF_041927315.ffn,./GCF_041937595.ffn,./GCF_042185415.ffn,./GCF_042191485.ffn,./GCF_900205245.ffn,./GCF_900205295.ffn,./GCF_907163145.ffn,./GCF_907163195.ffn
./GCF_000006945.ffn,0.0,0.8945881330145621,0.9100195609650076,0.933275374918496,0.9584872853727451,0.9595740056509454,0.9124103455770485,0.9141490980221691,0.9132797217996088,0.9134970658552488,0.9130623777439687,0.9137144099108889,0.9130623777439687,0.9132797217996088,0.9134970658552488,0.9141490980221691,0.9128450336883286,0.15909584872853727,0.9126276896326886,0.913931753966529,0.9134970658552488,0.14236035644425124,0.3903499239295805,0.9148011301890894,0.9630515105411867,0.8945881330145621,0.9626168224299065,0.9602260378178656,0.963920886763747,0.8991523581830037,0.9626168224299065,0.9576179091501847,0.9321886546402955,0.9013257987394044,0.9593566615953054,0.9591393175396653,0.9595740056509454,0.16257335361877853,0.15431427950445556,0.15127146272549447,0.12345142360356444,0.9387089763094979,0.950228211258422,0.9482721147576614,0.15344490328189525,0.9623994783742664,0.16648554662029993,0.17126711584438165,0.15561834383829604,0.9180612910236905,0.9950010867202782,0.94457726581178,0.9102369050206477,0.9587046294283851,0.15431427950445556,0.15561834383829604,0.9128450336883286,0.9495761790915018,0.9476200825907412,0.8976309497935231,0.9569658769832645,0.9467507063681808,0.913931753966529,0.9104542490762878,0.9623994783742664,0.1608346011736579,0.9141490980221691,0.2029993479678331,0.15518365572701587,0.9208867637470115,0.9424038252553792,0.9121930015214084,0.9106715931319278,0.9584872853727451,0.9593566615953054,0.9563138448163443,0.9132797217996088,0.9489241469245816,0.950010867202782,0.9037165833514453,0.927624429471854,0.08932840686807215,0.13497065855248858,0.13497065855248858,0.15735709628341665,0.9071940882416866,0.9069767441860465,0.908498152575527,0.9517496196479026,0.007172353836122582,0.9493588350358617,0.9102369050206477,0.947185394479461,0.9293631819169745,0.15409693544881548,0.9591393175396653,0.9591393175396653,0.9584872853727451,0.16496413823081937,0.16865898717670072
./GCF_000271905.ffn,0.8932893289328933,0.0,0.9078107810781079,0.9328932893289329,0.9619361936193619,0.9676567656765677,0.9097909790979097,0.9108910891089109,0.9104510451045105,0.9106710671067106,0.9108910891089109,0.9122112211221122,0.9115511551155115,0.9108910891089109,0.9108910891089109,0.9106710671067106,0.9102310231023102,0.8972497249724972,0.9097909790979097,0.9148514851485149,0.9137513751375137,0.8961496149614961,0.8941694169416942,0.9104510451045105,0.9656765676567657,0.8965896589658966,0.9625962596259626,0.9628162816281628,0.9654565456545654,0.9062706270627062,0.9654565456545654,0.9566556655665567,0.9313531353135314,0.2209020902090209,0.9612761276127613,0.9608360836083608,0.9614961496149615,0.9007700770077007,0.8937293729372937,0.8935093509350935,0.8836083608360836,0.9425742574257425,0.9511551155115512,0.9509350935093509,0.8932893289328933,0.9643564356435643,0.9003300330033003,0.8965896589658966,0.8937293729372937,0.9130913091309131,0.9947194719471947,0.9458745874587459,0.9075907590759076,0.9606160616061606,0.893949394939494,0.8941694169416942,0.9082508250825082,0.9502750275027503,0.944994499449945,0.902970297029703,0.9588558855885588,0.9485148514851485,0.9078107810781079,0.9082508250825082,0.9647964796479648,0.8943894389438944,0.9183718371837184,0.8875687568756876,0.8941694169416942,0.9157315731573157,0.9443344334433443,0.9078107810781079,0.9104510451045105,0.9612761276127613,0.9641364136413642,0.9632563256325632,0.9115511551155115,0.9504950495049505,0.9529152915291529,0.9073707370737074,0.9254125412541254,0.8965896589658966,0.8844884488448845,0.8844884488448845,0.8941694169416942,0.9122112211221122,0.9111111111111111,0.9135313531353135,0.9496149614961497,0.8932893289328933,0.9502750275027503,0.9078107810781079,0.9489548954895489,0.9267326732673268,0.8928492849284928,0.9608360836083608,0.9608360836083608,0.9608360836083608,0.8952695269526952,0.8952695269526952
./GCF_000335875.ffn,0.9068197164078325,0.9056943506639658,0.0,0.5782129191987396,0.9619626378573036,0.9639882961962638,0.12806662165203692,0.14044564483457123,0.137744767049291,0.13481881611523744,0.1359441818591042,0.14404681521494486,0.1442718883637182,0.13977042538825118,0.137744767049291,0.13706954760297096,0.13256808462750394,0.9113211793832996,0.12649110961062346,0.9207742516317803,0.9203241053342336,0.9088453747467927,0.9065946432590591,0.9133468377222598,0.9637632230474904,0.9194238127391402,0.9624127841548503,0.9619626378573036,0.9646635156425838,0.9126716182759397,0.9633130767499437,0.9592617600720235,0.9356290794508215,0.9074949358541526,0.9639882961962638,0.9635381498987171,0.9642133693450371,0.9119963988296196,0.9119963988296196,0.912221471978393,0.9056943506639658,0.9439567859554355,0.9489083952284493,0.9522844924600495,0.9119963988296196,0.962187711006077,0.9095205941931127,0.9144722034661265,0.9124465451271663,0.9279765923925276,0.9943731712806663,0.945532297996849,0.032860679720909294,0.9633130767499437,0.9119963988296196,0.9124465451271663,0.04321404456448346,0.949358541525996,0.9482331757821292,0.9047940580688724,0.9608372721134368,0.945532297996849,0.04321404456448346,0.0420886788206167,0.9617375647085302,0.9126716182759397,0.6306549628629304,0.9115462525320729,0.9133468377222598,0.9293270312851677,0.9441818591042088,0.0675219446320054,0.1262660364618501,0.9635381498987171,0.9635381498987171,0.962862930452397,0.9216745442268738,0.9513841998649561,0.9534098582039163,0.034661264911096105,0.9311276164753545,0.9128966914247131,0.9056943506639658,0.9056943506639658,0.9126716182759397,0.9178483006977267,0.91672293495386,0.9182984469952734,0.9475579563358092,0.9074949358541526,0.9491334683772226,0.034661264911096105,0.9475579563358092,0.9318028359216746,0.9119963988296196,0.9635381498987171,0.9635381498987171,0.9630880036011704,0.9140220571685798,0.9137969840198065
./GCF_000462995.ffn,0.9301955434288313,0.930650295588904,0.5738972260118236,0.0,0.9727148703956344,0.974306502955889,0.5738972260118236,0.5793542519326966,0.5775352432924057,0.5791268758526603,0.5793542519326966,0.5829922692132787,0.582537517053206,0.5784447476125512,0.5798090040927695,0.5782173715325147,0.5763983628922238,0.9304229195088677,0.5736698499317872,0.9392905866302865,0.938381082310141,0.9313324238290132,0.9279217826284675,0.9406548431105047,0.9718053660754888,0.937244201909959,0.9704411095952705,0.9702137335152342,0.9722601182355616,0.9349704411095953,0.9715779899954525,0.9683947248749432,0.9506593906321055,0.9301955434288313,0.972487494315598,0.9722601182355616,0.9727148703956344,0.9326966803092315,0.9326966803092315,0.9326966803092315,0.9313324238290132,0.9590723055934516,0.9595270577535243,0.9613460663938154,0.9329240563892679,0.9713506139154161,0.9320145520691223,0.9340609367894498,0.9331514324693042,0.944974988631196,0.9954524783992724,0.9558890404729422,0.5773078672123693,0.9718053660754888,0.9326966803092315,0.9331514324693042,0.5745793542519327,0.9602091859936335,0.9583901773533424,0.9297407912687585,0.9699863574351978,0.9552069122328332,0.5750341064120055,0.5809458844929514,0.9686221009549796,0.9326966803092315,0.765575261482492,0.9313324238290132,0.933606184629377,0.9465666211914506,0.9561164165529786,0.5845839017735335,0.5811732605729877,0.9720327421555253,0.9731696225557072,0.9729422464756707,0.9397453387903593,0.9615734424738518,0.9636198271941792,0.5763983628922238,0.9495225102319236,0.9322419281491587,0.9313324238290132,0.9313324238290132,0.9331514324693042,0.938381082310141,0.9370168258299227,0.9376989540700318,0.958162801273306,0.9311050477489768,0.959981809913597,0.577762619372442,0.9602091859936335,0.9502046384720327,0.932469304229195,0.9720327421555253,0.972487494315598,0.9715779899954525,0.9342883128694861,0.9342883128694861
./GCF_000487035.ffn,0.9595338983050847,0.9633474576271186,0.9641949152542373,0.9745762711864406,0.0,0.8716101694915255,0.9639830508474576,0.965042372881356,0.9641949152542373,0.965042372881356,0.9648305084745763,0.965042372881356,0.9648305084745763,0.9648305084745763,0.9654661016949152,0.9646186440677966,0.9646186440677966,0.9588983050847457,0.9639830508474576,0.9620762711864407,0.9610169491525423,0.9586864406779662,0.9595338983050847,0.9533898305084746,0.8671610169491526,0.9637711864406779,0.8885593220338983,0.8906779661016949,0.8838983050847458,0.961228813559322,0.8677966101694915,0.8847457627118644,0.965042372881356,0.9629237288135594,0.973093220338983,0.9728813559322034,0.9728813559322034,0.9601694915254237,0.9595338983050847,0.9595338983050847,0.9597457627118644,0.9652542372881356,0.9567796610169491,0.9622881355932204,0.9601694915254237,0.8819915254237288,0.9601694915254237,0.9601694915254237,0.9595338983050847,0.9599576271186441,0.9944915254237288,0.9610169491525423,0.964406779661017,0.972457627118644,0.9603813559322034,0.9599576271186441,0.9646186440677966,0.9603813559322034,0.9625,0.965042372881356,0.9692796610169492,0.9629237288135594,0.964406779661017,0.9639830508474576,0.8875,0.9601694915254237,0.9669491525423729,0.9601694915254237,0.9599576271186441,0.9616525423728813,0.9593220338983051,0.9641949152542373,0.9641949152542373,0.9726694915254237,0.8692796610169492,0.871822033898305,0.9616525423728813,0.961864406779661,0.9637711864406779,0.9637711864406779,0.9641949152542373,0.9595338983050847,0.9601694915254237,0.9603813559322034,0.9595338983050847,0.9627118644067797,0.9622881355932204,0.9633474576271186,0.963135593220339,0.9597457627118644,0.9586864406779662,0.9648305084745763,0.9639830508474576,0.9654661016949152,0.9595338983050847,0.9726694915254237,0.9726694915254237,0.9726694915254237,0.9588983050847457,0.9608050847457628
./GCF_000487215.ffn,0.958041958041958,0.9668396120009023,0.9639070606812542,0.9745093616061358,0.8632979923302504,0.0,0.9639070606812542,0.9645838032934807,0.9639070606812542,0.9648093841642229,0.9645838032934807,0.9648093841642229,0.9645838032934807,0.9643582224227385,0.965034965034965,0.9641326415519964,0.9634558989397699,0.9589442815249267,0.9639070606812542,0.960748928490864,0.9602977667493796,0.9584931197834423,0.9578163771712159,0.9465373336341079,0.8700654184525152,0.9573652154297315,0.8664561245206407,0.866907286262125,0.8651026392961877,0.9623279945860591,0.8698398375817731,0.8790886532822016,0.9627791563275434,0.9630047371982856,0.9718023911572299,0.972027972027972,0.972027972027972,0.9589442815249267,0.9589442815249267,0.9589442815249267,0.9587187006541845,0.965034965034965,0.9535303406271148,0.9591698623956688,0.9596210241371532,0.8549515001127904,0.9587187006541845,0.9600721858786375,0.9591698623956688,0.9612000902323483,0.9945860591021881,0.9612000902323483,0.9639070606812542,0.9715768102864877,0.9598466050078953,0.9591698623956688,0.9641326415519964,0.9587187006541845,0.9589442815249267,0.9614256711030904,0.9711256485450034,0.958041958041958,0.9639070606812542,0.9636814798105121,0.8743514549966163,0.9598466050078953,0.9652605459057072,0.9596210241371532,0.959395443266411,0.9578163771712159,0.9591698623956688,0.9632303180690277,0.9632303180690277,0.9718023911572299,0.4507105797428378,0.45341755019174373,0.9605233476201218,0.9600721858786375,0.9602977667493796,0.9636814798105121,0.9591698623956688,0.9584931197834423,0.9587187006541845,0.9589442815249267,0.9589442815249267,0.9609745093616061,0.9602977667493796,0.9614256711030904,0.9553349875930521,0.9584931197834423,0.9582675389127002,0.9641326415519964,0.958041958041958,0.9605233476201218,0.9589442815249267,0.972027972027972,0.9718023911572299,0.9718023911572299,0.9589442815249267,0.9605233476201218
./GCF_000623175.ffn,0.9058631160943704,0.9042279841158608,0.0950712450362065,0.5622518103246905,0.9602896519504789,0.9626255547769212,0.0,0.046951646811492644,0.019154403176827844,0.04134548002803083,0.04508292455033871,0.053492174725531416,0.053024994160242936,0.046951646811492644,0.04484933426769446,0.04414856341976174,0.04087829946274235,0.9072646577902359,0.007942069609904227,0.9175426302265826,0.9168418593786498,0.9081990189208129,0.9021256715720626,0.9117028731604765,0.9626255547769212,0.9159074982480728,0.9607568325157674,0.9602896519504789,0.9628591450595655,0.9084326092034571,0.9621583742116327,0.9577201588413922,0.9329595888811025,0.9037608035505723,0.9626255547769212,0.9621583742116327,0.9628591450595655,0.9074982480728802,0.9081990189208129,0.9084326092034571,0.9072646577902359,0.9418360196215837,0.946975005839757,0.9511796309273535,0.9081990189208129,0.9607568325157674,0.9088997897687456,0.9100677411819669,0.9084326092034571,0.9233823872926886,0.9941602429338939,0.9432375613174492,0.09740714786264891,0.9619247839289885,0.9081990189208129,0.9084326092034571,0.09320252277505256,0.9472085961224013,0.9462742349918244,0.9070310675075917,0.9600560616678346,0.9434711516000934,0.09530483531885074,0.10464844662462042,0.9600560616678346,0.9088997897687456,0.6171455267460874,0.9088997897687456,0.9093669703340341,0.9245503387059099,0.942069609904228,0.12006540527914039,0.07778556412053259,0.9621583742116327,0.9621583742116327,0.9619247839289885,0.9182434010745153,0.9502452697967765,0.9516468114926419,0.0978743284279374,0.928521373510862,0.9084326092034571,0.9072646577902359,0.9072646577902359,0.9086661994861014,0.9142723662695632,0.913104414856342,0.9145059565522075,0.9458070544265359,0.9067974772249474,0.946975005839757,0.09997664097173557,0.9451062835786032,0.9292221443587947,0.9079654286381686,0.9621583742116327,0.9621583742116327,0.9614576033637001,0.9103013314646111,0.9098341508993226
./GCF_000623635.ffn,0.906375918464091,0.9040056885517895,0.09480919649205972,0.5615074662242238,0.9608912064470254,0.9627873903768666,0.032946195780990756,0.0,0.041004977482815834,0.03484237971083195,0.03721260962313344,0.04384925337757763,0.04503436833372837,0.03721260962313344,0.0360274946669827,0.03531642569329225,0.03673856364067315,0.9080350794027021,0.033420241763451056,0.9177530220431381,0.9170419530694477,0.9092201943588528,0.9023465276131785,0.9115904242711543,0.9630244133680967,0.915856838113297,0.9608912064470254,0.960417160464565,0.9632614363593268,0.9073240104290116,0.9625503673856364,0.9580469305522635,0.931737378525717,0.9035316425693293,0.9623133443944063,0.9618392984119459,0.9625503673856364,0.9082721023939322,0.9089831713676226,0.9092201943588528,0.9077980564114719,0.9409812751836928,0.9471438729556767,0.9504621948328988,0.9089831713676226,0.9611282294382555,0.9099312633325433,0.9108793552974639,0.9092201943588528,0.9243896657975824,0.9940744252192463,0.9438255510784546,0.09717942640436122,0.9616022754207159,0.9089831713676226,0.9092201943588528,0.09315003555344868,0.9473808959469069,0.9454847120170656,0.9068499644465513,0.9601801374733349,0.9435885280872245,0.09504621948328988,0.10286797819388481,0.9601801374733349,0.9096942403413131,0.6138895472860868,0.9099312633325433,0.9101682863237734,0.9253377577625029,0.9416923441573832,0.12017065655368571,0.07513628821995734,0.9618392984119459,0.9625503673856364,0.9623133443944063,0.9184640910168287,0.9499881488504385,0.9516473097890495,0.09670538042190092,0.9286560796397251,0.9092201943588528,0.9080350794027021,0.9080350794027021,0.909457217350083,0.9137236311922257,0.9125385162360748,0.9139606541834558,0.9450106660346054,0.9073240104290116,0.9471438729556767,0.09931263332543257,0.9452476890258356,0.9293671486134155,0.9087461483763926,0.9618392984119459,0.9618392984119459,0.9611282294382555,0.911116378288694,0.9106423323062337
./GCF_000624355.ffn,0.9063160366283165,0.9044376614228692,0.10049307349142991,0.5637473585348673,0.960319323784926,0.9624324958910543,0.01408781404085466,0.05001173984503404,0.0,0.04461141112937309,0.047663770838224935,0.055646865461375906,0.05376849025592862,0.04860295844094858,0.047194177036863114,0.04742897393754403,0.047194177036863114,0.907724818032402,0.010565860530640996,0.9175862878610003,0.9168818971589575,0.9084292087344447,0.9020896924160601,0.9117163653439775,0.9624324958910543,0.9164123033575957,0.9607889175862878,0.9600845268842452,0.9626672927917351,0.9086640056351256,0.9619629020896924,0.9577365578774361,0.9328480864052594,0.9039680676215074,0.9626672927917351,0.9621976989903733,0.9629020896924161,0.9079596149330829,0.9086640056351256,0.9088988025358066,0.907724818032402,0.942005165531815,0.9469359004461141,0.9509274477576896,0.9086640056351256,0.9607889175862878,0.9091335994364874,0.9105423808405729,0.9088988025358066,0.9234562103780231,0.9941300774829772,0.9429443531345386,0.10166705799483447,0.9619629020896924,0.9086640056351256,0.9088988025358066,0.09908429208734444,0.947170697346795,0.9459967128433905,0.9072552242310401,0.9600845268842452,0.9431791500352196,0.10049307349142991,0.10847616811458088,0.9598497299835642,0.9093683963371684,0.6182202394928387,0.9093683963371684,0.9098379901385302,0.9246301948814276,0.942005165531815,0.12397276355952101,0.0831181028410425,0.9621976989903733,0.9619629020896924,0.9617281051890115,0.9182906785630429,0.9502230570556469,0.9516318384597323,0.10260624559755811,0.9286217421930031,0.9088988025358066,0.907724818032402,0.907724818032402,0.9091335994364874,0.9152383188541912,0.9140643343507866,0.915473115754872,0.9455271190420287,0.9072552242310401,0.9469359004461141,0.10542380840572904,0.9450575252406668,0.9293261328950457,0.9084292087344447,0.9621976989903733,0.9621976989903733,0.9614933082883306,0.9107771777412538,0.910307583939892
./GCF_000624555.ffn,0.9065288868013152,0.904650070455613,0.09722874589008924,0.5652888680131517,0.961249412869892,0.963363081258807,0.03616721465476749,0.04368248003757633,0.04438703616721466,0.0,0.018083607327383747,0.02677313292625646,0.027712541099107563,0.044856740253640205,0.009628933771723814,0.042273367778299674,0.009628933771723814,0.9079379990605918,0.035697510568341945,0.9187411930483795,0.9180366369187412,0.9091122592766557,0.9032409581963363,0.9124001878816346,0.963363081258807,0.9166275246594645,0.9614842649131048,0.9610145608266792,0.9638327853452325,0.9091122592766557,0.9628933771723814,0.9579614842649131,0.9328323156411461,0.9041803663691874,0.9631282292155942,0.9626585251291686,0.963363081258807,0.9081728511038046,0.9088774072334429,0.9091122592766557,0.9079379990605918,0.9419915453264444,0.9476279943635509,0.9516204790981682,0.9088774072334429,0.9614842649131048,0.909816815406294,0.9107562235791451,0.9091122592766557,0.9239079379990606,0.9941286989196806,0.9441052137153593,0.09981211836542978,0.9624236730859559,0.9088774072334429,0.9091122592766557,0.09652418976045092,0.9476279943635509,0.9469234382339127,0.9088774072334429,0.9607797087834664,0.9448097698449976,0.09793330201972757,0.10662282761860029,0.9605448567402537,0.9095819633630813,0.6193048379520902,0.909816815406294,0.9100516674495068,0.9250821982151245,0.9426961014560826,0.12282761860028182,0.0810239549084077,0.9626585251291686,0.9628933771723814,0.9626585251291686,0.9194457491780178,0.9506810709253171,0.9518553311413809,0.10051667449506811,0.92977923907938,0.9091122592766557,0.9079379990605918,0.9079379990605918,0.9093471113198685,0.9149835603569751,0.9138093001409112,0.9154532644434007,0.9459840300610616,0.9074682949741663,0.9473931423203382,0.10216063879755753,0.9464537341474871,0.9304837952090184,0.9086425551902302,0.9626585251291686,0.9626585251291686,0.9619539689995303,0.9109910756223579,0.9105213715359324
